Home_Team,Away_Team,Home_ppp,Away_ppp,Division
East Carolina,Mount Olive,1.41,0.84,2.0
North Georgia,Tusculum,1.42,0.86,2.0
Manhattan,Mercy,1.41,1.11,2.0
Rhode Island,Franklin Pierce,1.42,1.03,2.0
Ark.-Fort Smith,Ozarks (AR),1.08,0.62,2.0
Lane,Delta St.,0.72,1.22,2.0
Northern Colo.,Colo. Christian,2.35,1.22,2.0
Valdosta St.,Morehouse,0.96,1.01,2.0
UC Davis,Menlo,1.18,1.03,2.0
UTEP,Tex. Permian Basin,1.18,0.84,2.0
Oregon St.,Western Ore.,1.45,0.73,2.0
Goldey-Beacom,Millersville,1.36,1.36,
Gannon,Davis & Elkins,1.48,1.08,2.0
Clarion,Roberts Wesleyan,1.78,1.24,2.0
Erskine,Emory & Henry,0.96,1.3,2.0
Kentucky St.,Tiffin,1.11,1.25,2.0
Virginia St.,Chowan,1.16,1.1,2.0
Virginia Union,Concord,1.18,1.11,2.0
Bloomsburg,Seton Hill,0.86,1.12,2.0
Truman St.,Emporia St.,1.36,1.1,2.0
Mo.-St. Louis,Winona St.,1.07,1.24,2.0
Campbell,Newberry,1.17,0.64,2.0
Georgia College,AUM,1.09,1.2,2.0
Fayetteville St.,UNC Pembroke,1.27,1.25,2.0
King (TN),Bluefield St.,1.22,1.29,2.0
Wilmington (DE),Shippensburg,0.92,1.25,2.0
Emmanuel (GA),Lenoir-Rhyne,1.28,1.36,2.0
Edinboro,D'Youville,1.4,1.26,2.0
Dominican (NY),Adelphi,1.07,0.9,
Holy Family,Staten Island,1.03,0.86,2.0
Shepherd,Frostburg St.,1.14,0.97,2.0
Lincoln Memorial,Claflin,1.3,1.17,2.0
Wheeling,Slippery Rock,1.12,1.23,2.0
ETSU,Tusculum,1.21,0.8,2.0
Limestone,Southern Wesleyan,1.27,1.1,2.0
American Int'l,Bridgeport,1.34,1.37,2.0
Pace,Bloomfield,1.08,0.82,2.0
Francis Marion,Columbus St.,1.18,0.87,2.0
Ga. Southwestern,West Florida,1.2,1.18,2.0
Bentley,Post,1.0,1.13,
Catawba,Young Harris,1.16,1.1,2.0
Fla. Southern,Eckerd,1.2,1.06,2.0
Saint Michael's,Assumption,0.9,1.28,2.0
Albany St. (GA),Tuskegee,1.08,1.13,
Kutztown,Jefferson,0.9,0.98,2.0
Southwestern Okla.,Okla. Christian,1.19,1.05,2.0
Ferris St.,Lewis,0.8,0.84,
Central Mo.,Maryville (MO),1.25,0.9,2.0
McKendree,Blackburn,1.47,0.7,2.0
Utah St.,Westminster (UT),1.88,0.92,2.0
Cal State LA,Fresno Pacific,1.47,0.92,2.0
Washington,Seattle Pacific,1.33,0.98,2.0
Catawba,Young Harris,0.9,0.72,
P.R.-Rio Piedras,Minot St.,1.09,1.22,2.0
Northwest Mo. St.,Chadron St.,1.38,0.88,2.0
Embry-Riddle (FL),Flagler,0.8,0.78,
Anderson (SC),Lees-McRae,1.17,0.93,2.0
Warren Wilson,Erskine,0.82,1.26,2.0
The Citadel,North Greenville,1.22,0.89,2.0
Central Okla.,West Tex. A&M,0.99,1.08,2.0
St. Cloud St.,Concordia-St. Paul,1.32,1.46,2.0
Felician,Lincoln (PA),1.38,1.22,2.0
Central St. (OH),Fort Valley St.,1.51,1.0,2.0
Point Park,Glenville St.,1.03,1.31,2.0
St. Edward's,Rockford,1.56,1.41,2.0
Pittsburg St.,UC-Colo. Springs,1.17,1.28,2.0
Denver,Colo. Christian,1.47,1.06,2.0
MSU Denver,Tex. A&M-Kingsville,1.31,1.15,2.0
Mary,Jamestown,0.96,1.14,2.0
CUI,Cal Poly Pomona,1.08,1.11,2.0
Westmont,San Fran. St.,1.06,1.09,2.0
Biola,CSUSB,0.9,0.97,2.0
P.R.-Bayamon,Minot St.,0.85,1.46,2.0
Lake Superior St.,UIndy,1.24,1.26,2.0
Ohio Dominican,P.R.-Rio Piedras,1.55,0.7,2.0
Fort Lewis,Western N.M.,1.06,0.93,2.0
Franklin Pierce,Caldwell,1.04,1.14,
Columbus St.,Miles,1.4,1.04,2.0
UT Tyler,Colo. Sch. of Mines,1.01,0.96,2.0
Texas-Dallas,Regis (CO),1.46,1.18,2.0
Northwest Mo. St.,UC-Colo. Springs,0.98,1.02,2.0
Dominican (NY),East Stroudsburg,0.87,1.0,
Lander,Tusculum,0.97,0.68,2.0
South Dakota Mines,Augustana (SD),0.97,1.17,2.0
Nova Southeastern,Walsh,1.41,0.88,2.0
Mount Olive,Ga. Southwestern,1.18,1.2,2.0
Benedict,Mars Hill,0.76,0.79,2.0
UC Merced,Menlo,0.97,0.86,2.0
Clayton St.,Edward Waters,1.32,1.27,2.0
Spring Hill,Montevallo,1.35,1.46,2.0
Rockhurst,Washburn,0.86,1.25,2.0
Sul Ross St.,St. Mary's (TX),0.59,1.28,2.0
Stanislaus St.,Western Ore.,1.4,1.31,2.0
Pittsburg St.,William Jewell,1.08,1.3,
Cal St. San Marcos,Western Wash.,0.76,1.1,2.0
Midwestern St.,Western Colo.,1.5,1.06,2.0
Northwest Nazarene,Northern St.,1.03,1.0,2.0
Cameron,Adams St.,0.82,0.84,2.0
Black Hills St.,MSU Moorhead,0.83,1.0,2.0
Sonoma St.,Hawaii Pacific,1.1,1.04,2.0
Azusa Pacific,Seattle Pacific,1.64,1.19,2.0
P.R.-Mayaguez,Minot St.,0.98,1.3,2.0
Ohio Dominican,P.R.-Bayamon,1.15,1.08,2.0
Molloy,Holy Family,0.94,1.07,2.0
Daemen,Charleston (WV),1.21,0.98,2.0
Saint Michael's,Southern Conn. St.,0.99,1.21,2.0
Young Harris,Wingate,1.08,1.06,2.0
Southern N.H.,Bloomfield,1.23,1.2,2.0
St. Anselm,American Int'l,1.17,1.3,2.0
Edward Waters,Columbus St.,1.11,1.16,2.0
Staten Island,Bridgeport,1.13,1.08,2.0
Elizabeth City St.,Chowan,1.12,1.03,2.0
Winona St.,Michigan Tech,1.25,1.08,2.0
Roberts Wesleyan,Lock Haven,1.14,1.04,2.0
Pitt.-Johnstown,USC Beaufort,1.14,1.37,2.0
Lincoln (MO),AUM,0.94,1.11,
DBU,Arkansas Tech,1.02,0.74,2.0
Trevecca Nazarene,Shorter,1.48,1.1,2.0
Frostburg St.,Clarion,0.92,1.17,2.0
Queens (NY),Chestnut Hill,0.7,1.09,2.0
Tuskegee,Fayetteville St.,1.17,1.08,
Pace,Bentley,1.14,0.95,2.0
Mansfield,D'Youville,1.01,0.99,2.0
Dist. Columbia,Virginia Union,1.42,1.57,
Franklin Pierce,New Haven,1.15,1.25,2.0
Clayton St.,Miles,0.83,1.14,2.0
Adelphi,Assumption,0.89,1.15,2.0
Vanguard,San Fran. St.,1.28,0.96,2.0
Texas-Dallas,Colo. Sch. of Mines,0.78,1.24,2.0
UT Tyler,Regis (CO),1.48,0.74,2.0
Sioux Falls,Jamestown,1.13,0.97,2.0
Drury,Rogers St.,1.03,1.15,2.0
Ill. Springfield,Northern Mich.,1.38,1.42,2.0
Jefferson,Millersville,1.29,1.24,2.0
Salem (WV),Gannon,0.83,1.04,2.0
Post,St. Thomas Aquinas,0.9,1.05,2.0
Georgian Court,Bloomsburg,0.69,1.02,2.0
Bowie St.,Felician,1.12,1.21,2.0
West Chester,Wilmington (DE),1.53,1.11,2.0
West Liberty,Shepherd,1.22,0.95,2.0
Tampa,Claflin,1.4,0.91,2.0
Davis & Elkins,Seton Hill,0.81,0.91,2.0
Emory & Henry,King (TN),1.19,0.78,2.0
North Georgia,UVA Wise,0.87,1.18,2.0
Mercy,Goldey-Beacom,1.0,1.23,2.0
Winston-Salem,Francis Marion,0.93,1.01,2.0
Carson-Newman,Lenoir-Rhyne,0.77,0.87,
Converse,Georgia College,1.09,1.2,2.0
Minn.-Crookston,Wis.-Parkside,1.05,1.02,2.0
Ga. Southwestern,Barton,0.94,1.06,2.0
Clark Atlanta,Shaw,1.35,0.98,2.0
MSU Moorhead,South Dakota Mines,1.24,1.13,2.0
Kentucky St.,Fort Valley St.,1.1,1.12,2.0
Southwest Minn. St.,Minnesota St.,1.5,1.19,2.0
CSUSB,Point Loma,1.21,1.03,2.0
Black Hills St.,Augustana (SD),0.95,0.96,2.0
Cal St. Dom. Hills,Purdue Northwest,1.12,1.25,2.0
Cal Poly Pomona,Biola,1.18,1.24,2.0
East Central,Mississippi Col.,1.21,0.89,2.0
St. Edward's,Southwestern (TX),1.37,0.67,2.0
Maryville (MO),Missouri Western,0.97,1.16,2.0
McKendree,Ferris St.,0.88,1.31,2.0
Colorado Mesa,Western N.M.,1.09,1.04,2.0
Academy of Art,Chico St.,1.28,1.03,2.0
Hawaii Pacific,Stanislaus St.,0.91,1.01,2.0
Wright St.,Central St. (OH),1.79,0.95,2.0
Embry-Riddle (FL),Savannah St.,1.03,1.04,
California (PA),Concord,0.89,0.86,2.0
Slippery Rock,Fairmont St.,1.23,1.28,2.0
Quincy,Mo. Southern St.,0.95,0.91,2.0
Edinboro,Malone,0.94,1.01,2.0
Indiana (PA),Tiffin,1.18,1.26,2.0
CSU Pueblo,Tex. A&M-Kingsville,1.18,0.77,2.0
Cal St. San Marcos,Seattle Pacific,1.27,1.36,2.0
Southern Nazarene,Northeastern St.,1.06,0.99,2.0
Cameron,Western Colo.,1.29,1.09,2.0
CUI,Cal Lutheran,0.97,1.15,2.0
Midwestern St.,Adams St.,1.34,1.4,2.0
Jessup,UC Merced,1.05,1.03,2.0
Sonoma St.,Western Ore.,1.37,1.16,2.0
Azusa Pacific,Western Wash.,1.37,1.47,2.0
Delta St.,Ky. Wesleyan,1.06,1.37,2.0
Minn. Duluth,Wis.-Parkside,1.25,0.64,2.0
Augusta,Fla. Southern,1.11,1.28,2.0
West Va. Wesleyan,USC Beaufort,1.3,1.32,2.0
Wayne St. (MI),Findlay,1.39,1.54,2.0
Minn.-Crookston,Upper Iowa,0.97,1.12,2.0
Harding,Ark.-Fort Smith,1.12,1.07,2.0
Saginaw Valley,UIndy,1.33,1.32,2.0
Concordia-St. Paul,Michigan Tech,1.2,0.92,2.0
Cal St. Monterey Bay,Colo. Christian,1.04,1.44,2.0
Dominican (NY),Franklin Pierce,1.0,0.93,
Ashland,Indiana (PA),1.16,1.21,2.0
Caldwell,East Stroudsburg,0.93,0.98,
Dominican (CA),Cal St. East Bay,1.16,0.86,2.0
D'Youville,Pitt.-Johnstown,1.18,1.13,2.0
Seton Hill,Salem (WV),1.02,0.84,
Mars Hill,Erskine,0.86,0.72,2.0
Mo. Southern St.,Southwest Baptist,1.19,1.22,2.0
St. Cloud St.,Upper Iowa,0.89,0.88,2.0
Chowan,West Virginia St.,1.28,1.31,2.0
Shippensburg,Chestnut Hill,1.19,1.22,2.0
UAB,AUM,1.5,0.87,2.0
Louisiana Tech,Mississippi Col.,1.55,1.22,2.0
West Liberty,Virginia Union,1.13,0.9,2.0
South Alabama,Spring Hill,1.51,0.98,2.0
Lee,Lane,1.48,0.9,2.0
Chico St.,Hawaii Pacific,1.27,1.24,2.0
Lock Haven,Goldey-Beacom,1.19,1.06,2.0
California (PA),Lincoln (PA),0.92,0.87,
Bowie St.,Frostburg St.,0.97,0.96,2.0
St. Thomas Aquinas,Bridgeport,1.07,1.1,2.0
Washburn,Pittsburg St.,1.47,1.04,2.0
Caldwell,Bloomsburg,0.94,0.99,
Millersville,Wilmington (DE),1.2,0.96,2.0
Fordham,Georgian Court,1.41,0.84,2.0
USC Upstate,Southern Wesleyan,1.33,0.88,2.0
Lake Erie,Clarion,1.48,1.0,2.0
Fort Hays St.,South Dakota Mines,1.42,1.06,2.0
Missouri Western,Rockhurst,1.23,0.9,2.0
Tuskegee,Benedict,1.5,0.79,2.0
Lewis,Grand Valley St.,1.31,1.47,2.0
William Jewell,Emporia St.,1.27,1.02,2.0
Bemidji St.,Minn.-Morris,1.63,0.88,2.0
Cal Poly Humboldt,Western Ore.,1.32,1.06,2.0
Point Loma,Cal St. San Marcos,1.12,1.57,2.0
Queens (NY),American Int'l,1.08,0.76,2.0
Ashland,Ferris St.,1.07,1.09,2.0
Ga. Southwestern,West Ala.,1.3,1.25,2.0
Davis & Elkins,Elizabeth City St.,1.1,1.06,2.0
West Chester,Jefferson,1.1,0.99,2.0
Allen,Livingstone,0.74,0.75,2.0
Flagler,Lynn,0.73,0.76,
Post,Staten Island,1.18,0.94,2.0
Rollins,Palm Beach Atl.,1.06,1.45,2.0
St. Bonaventure,Mansfield,1.24,0.9,2.0
Truman St.,Northeastern St.,1.48,1.43,2.0
UNC Pembroke,Lincoln Memorial,1.46,1.32,2.0
Central Mich.,Central St. (OH),1.49,0.7,2.0
Davenport,Northwood,0.92,1.27,2.0
Charleston (WV),Virginia Union,1.53,1.09,2.0
North Georgia,Converse,1.22,0.95,2.0
Barton,Virginia St.,1.21,0.99,2.0
Molloy,Georgian Court,1.33,1.06,2.0
Carson-Newman,Tusculum,0.76,0.87,
Bentley,Adelphi,1.09,1.17,2.0
Lander,Francis Marion,1.31,1.03,2.0
Southern Conn. St.,Southern N.H.,1.09,0.82,2.0
Augusta,Fayetteville St.,0.9,1.18,2.0
Bluefield St.,Concord,1.47,1.26,2.0
Anderson (SC),Catawba,1.19,1.11,2.0
Assumption,Franklin Pierce,1.41,1.25,2.0
Emory & Henry,UVA Wise,1.0,1.04,2.0
Newberry,Lenoir-Rhyne,1.26,1.34,2.0
Mars Hill,Limestone,1.19,0.97,2.0
Shorter,Georgia College,1.2,1.15,2.0
St. Anselm,Saint Michael's,0.99,0.75,2.0
USC Aiken,Emmanuel (GA),0.9,0.72,
Embry-Riddle (FL),Eckerd,0.8,0.82,2.0
Coker,Wingate,1.21,1.27,2.0
New Haven,Pace,0.81,1.14,2.0
Clark Atlanta,Clayton St.,0.83,0.96,2.0
Northwestern Okla.,Cameron,1.2,1.25,2.0
Wayne St. (NE),Neb.-Kearney,1.12,1.1,2.0
Eastern N.M.,MSU Denver,1.37,1.24,2.0
Saint Mary's (CA),Stanislaus St.,1.18,0.45,2.0
Morehouse,Valdosta St.,0.76,1.0,2.0
West Tex. A&M,Adams St.,1.47,1.02,2.0
Minot St.,Jamestown,1.34,1.16,2.0
Mo.-St. Louis,Lake Superior St.,0.74,1.08,2.0
North Florida,Edward Waters,1.59,0.98,2.0
Ouachita Baptist,Delta St.,1.43,1.3,2.0
Southwestern Okla.,Central Okla.,1.05,0.92,2.0
CUI,Cal St. Dom. Hills,1.18,0.97,2.0
Spring Hill,West Florida,1.59,1.46,2.0
North Dakota St.,Minn.-Crookston,1.12,1.0,2.0
Southwest Baptist,Harding,0.96,0.98,
Lubbock Christian,St. Edward's,1.6,1.3,2.0
Central Mo.,Quincy,1.08,1.13,2.0
Midwestern St.,St. Mary's (TX),1.14,0.8,2.0
McKendree,Alabama Huntsville,1.05,1.29,2.0
Black Hills St.,Mont. St. Billings,1.37,1.43,2.0
Western Wash.,Westminster (UT),0.95,1.0,2.0
Saint Martin's,Academy of Art,1.12,1.09,2.0
Azusa Pacific,Cal State LA,0.81,1.09,2.0
UAlbany,P.R.-Mayaguez,1.4,0.73,2.0
Edinboro,Kutztown,1.38,0.88,2.0
Seton Hill,Shepherd,1.07,0.87,
Gannon,Bloomsburg,1.04,0.77,2.0
California (PA),Millersville,0.88,0.97,
Slippery Rock,West Chester,0.9,1.13,2.0
Clarion,Mansfield,1.23,1.11,2.0
Pitt.-Johnstown,Lock Haven,1.62,1.1,2.0
MSU Moorhead,Northern Mich.,1.26,1.09,2.0
Schreiner,Texas-Dallas,0.89,0.89,2.0
Alabama Huntsville,Mo.-St. Louis,1.37,1.17,2.0
Ark.-Fort Smith,Southern Nazarene,1.05,1.08,2.0
Central Wash.,Jessup,1.35,0.93,2.0
Minn. Duluth,Michigan Tech,1.29,1.13,2.0
Dominican (NY),St. Thomas Aquinas,1.03,0.94,
Fort Lewis,Emporia St.,1.11,0.96,2.0
Newman,Okla. Baptist,0.9,1.26,2.0
Arkansas Tech,Missouri Western,1.12,1.15,2.0
Arkansas St.,Lane,1.52,0.83,2.0
Rockhurst,Mo. Southern St.,1.63,0.96,2.0
Chadron St.,Sioux Falls,1.31,1.57,2.0
Menlo,Sonoma St.,1.0,1.29,2.0
Okla. Christian,East Central,1.43,1.31,2.0
McKendree,Lake Superior St.,1.07,1.26,2.0
Northwest Nazarene,Westmont,1.18,1.15,2.0
Chico St.,Dominican (CA),1.28,0.83,2.0
Colorado Mesa,Bowie St.,1.48,1.02,2.0
San Fran. St.,Fresno Pacific,1.05,1.07,2.0
Molloy,Lincoln (PA),1.16,1.7,2.0
Jamestown,Northern St.,0.85,0.93,
Morehouse,Clayton St.,1.73,1.8,2.0
Northern Ky.,Kentucky St.,1.28,0.79,2.0
Wayne St. (MI),Tiffin,1.71,1.02,2.0
Post,Daemen,1.0,1.29,2.0
Hillsdale,Winona St.,1.09,1.57,2.0
Ky. Wesleyan,King (TN),1.46,1.29,2.0
Caldwell,American Int'l,0.89,0.81,
St. Cloud St.,Northland,1.26,0.65,2.0
Northwest Mo. St.,Southwest Minn. St.,0.98,1.19,2.0
Minnesota St.,Minn.-Morris,1.48,1.05,2.0
West Virginia St.,Glenville St.,1.34,1.3,2.0
St. Anselm,Jefferson,1.0,0.97,2.0
Edinboro,West Chester,1.32,1.33,2.0
Staten Island,Bentley,1.35,1.32,2.0
Roberts Wesleyan,Saint Michael's,1.16,1.19,2.0
Midwestern St.,St. Edward's,1.03,1.02,2.0
MSU Moorhead,Michigan Tech,1.06,1.12,2.0
Gannon,East Stroudsburg,1.16,0.92,2.0
Pace,Bridgeport,1.26,0.94,2.0
Goldey-Beacom,Queens (NY),1.18,1.23,
Pitt.-Johnstown,Mansfield,1.48,1.42,2.0
Malone,Grand Valley St.,1.19,1.25,2.0
N.M. Highlands,CSU Pueblo,1.25,0.88,2.0
Slippery Rock,Millersville,0.69,1.07,2.0
Seton Hill,Shippensburg,0.9,1.04,
Clarion,Bloomsburg,1.38,1.29,2.0
Indiana (PA),Lock Haven,1.13,0.87,2.0
Ferris St.,Findlay,0.82,0.94,
Purdue Northwest,Northwood,0.93,1.16,2.0
Chestnut Hill,Adelphi,1.29,1.29,
Washburn,William Jewell,1.53,1.38,2.0
Northeastern St.,Christian Brothers,1.26,1.21,2.0
Southern N.H.,Felician,1.2,1.03,2.0
USC Beaufort,Edward Waters,1.16,0.93,2.0
Wis.-Parkside,Maryville (MO),1.15,1.49,2.0
Upper Iowa,Concordia-St. Paul,1.14,1.05,2.0
Lubbock Christian,St. Mary's (TX),1.19,1.28,2.0
Sul Ross St.,Western N.M.,0.83,1.0,2.0
Tex. Permian Basin,Angelo St.,1.07,1.02,2.0
Tex. A&M Int'l,Tex. A&M-Kingsville,1.21,0.85,2.0
Southern Ark.,Rogers St.,1.04,1.0,2.0
Northwestern Okla.,Adams St.,1.05,0.94,2.0
Young Harris,Lees-McRae,1.03,0.77,2.0
UVA Wise,Coker,1.27,1.41,2.0
Francis Marion,Converse,1.15,1.08,2.0
Virginia St.,Lander,1.16,1.12,2.0
Mount Olive,Shorter,1.28,1.05,2.0
West Liberty,Point Park,1.24,1.13,2.0
West Va. Wesleyan,Fairmont St.,1.12,1.63,2.0
Mars Hill,Anderson (SC),1.29,1.22,2.0
Emory & Henry,Lenoir-Rhyne,0.97,1.35,2.0
Wingate,Tusculum,1.25,1.43,2.0
Barton,Southern Wesleyan,1.24,1.11,2.0
Florida Tech,Saint Leo,1.02,1.09,2.0
Emmanuel (GA),Chowan,1.42,1.11,2.0
Carson-Newman,Catawba,0.95,1.35,
Rollins,Nova Southeastern,1.25,1.58,2.0
Wheeling,Salem (WV),1.14,1.12,2.0
UNC Pembroke,Erskine,1.19,0.8,2.0
Frostburg St.,Davis & Elkins,1.1,1.2,2.0
P.R.-Bayamon,American,0.74,1.09,2.0
Minn. Duluth,Northern Mich.,1.32,1.12,2.0
Western Ore.,Academy of Art,1.14,1.23,2.0
Simon Fraser,Westminster (UT),1.15,1.21,2.0
Eastern N.M.,West Tex. A&M,1.21,1.16,2.0
Stanislaus St.,UC Merced,1.28,1.24,2.0
Embry-Riddle (FL),Barry,0.78,0.78,
Miles,Albany St. (GA),1.36,0.84,2.0
Central Wash.,Westmont,1.16,1.12,2.0
Southwestern (TX),Texas-Dallas,0.84,0.97,2.0
Cal State LA,Vanguard,0.98,1.23,2.0
Cal St. East Bay,CUI,0.73,1.22,2.0
Lynn,Eckerd,0.89,0.86,2.0
Cedarville,Central St. (OH),1.32,1.05,2.0
Fort Lewis,Bowie St.,1.24,0.92,2.0
DBU,Mississippi Col.,1.73,0.75,2.0
Fla. Southern,Palm Beach Atl.,1.0,1.03,2.0
Black Hills St.,Sioux Falls,1.49,1.14,2.0
California (PA),Shepherd,1.09,0.88,
Fresno Pacific,Sonoma St.,1.21,1.07,2.0
South Dakota Mines,Mont. St. Billings,1.04,1.27,2.0
Charleston (WV),Concord,1.37,1.4,2.0
Northwest Nazarene,Jessup,1.32,0.94,2.0
Colorado Mesa,Emporia St.,1.16,1.32,2.0
Seattle Pacific,Linfield,1.35,1.05,2.0
Saint Martin's,Point Loma,1.31,1.37,2.0
San Fran. St.,Menlo,0.88,1.06,2.0
Concordia-St. Paul,Northwest Mo. St.,1.09,0.82,2.0
D'Youville,Lake Erie,1.24,1.41,2.0
Indiana (PA),Shippensburg,1.06,0.84,2.0
P.R.-Rio Piedras,Kansas City,0.91,1.35,2.0
Upper Iowa,Southwest Minn. St.,1.16,1.18,2.0
P.R.-Rio Piedras,Pitt.-Johnstown,1.0,1.08,2.0
Richmond,Florida Tech,1.06,0.9,2.0
Tampa,P.R.-Mayaguez,1.51,0.86,2.0
Lock Haven,Wilmington (DE),0.97,0.87,2.0
Ohio Dominican,Roosevelt,0.93,1.1,2.0
Nicholls,Mississippi Col.,1.35,0.63,2.0
Eckerd,P.R.-Bayamon,1.45,1.37,2.0
Oral Roberts,Rogers St.,1.19,1.21,2.0
Clayton St.,Elizabeth City St.,0.97,1.07,2.0
Francis Marion,North Georgia,1.13,1.22,2.0
Lake Superior St.,Minn. Duluth,0.79,0.73,2.0
Pitt.-Greensburg,Seton Hill,0.9,1.26,2.0
King (TN),Mount Olive,1.11,1.35,2.0
Western N.M.,N.M. Highlands,1.15,1.19,2.0
Tuskegee,Ga. Southwestern,0.97,1.0,2.0
Winston-Salem,Lander,1.12,1.47,2.0
Concord,West Virginia St.,1.2,1.04,2.0
Central Mo.,Ill. Springfield,1.5,1.21,2.0
Millersville,Dominican (NY),0.94,0.9,2.0
AUM,Miles,1.05,1.0,2.0
Daemen,California (PA),2.44,1.53,2.0
Shorter,Huntingdon,1.25,1.32,2.0
Claflin,Lee,0.89,0.91,
Fresno Pacific,Cal St. Dom. Hills,1.0,1.44,2.0
Florida Tech,Ball St.,0.87,1.33,2.0
Lenoir-Rhyne,Wingate,1.15,0.88,2.0
Queens (NY),Post,0.88,1.35,2.0
Barry,Bemidji St.,1.06,1.02,2.0
Northwood,Saginaw Valley,0.75,1.26,2.0
Edward Waters,Flagler,1.09,0.91,2.0
Goldey-Beacom,East Stroudsburg,0.99,0.94,
Roberts Wesleyan,Edinboro,1.29,1.06,2.0
UC Santa Cruz,Menlo,0.72,1.09,2.0
Colo. Christian,Chadron St.,1.25,0.96,2.0
Cameron,Southwestern Okla.,1.37,0.98,2.0
Lubbock Christian,Texas-Dallas,1.81,1.29,2.0
Truman St.,Rockhurst,1.24,1.45,2.0
Belmont Abbey,UNC Pembroke,1.02,1.52,2.0
Caldwell,St. Thomas Aquinas,1.1,1.25,
Erskine,North Greenville,0.93,1.0,2.0
Benedict,Augusta,0.93,1.36,2.0
Shaw,Barton,1.0,0.96,2.0
Johnson C. Smith,Virginia Union,1.02,0.98,2.0
Limestone,Anderson (SC),1.0,1.29,2.0
Converse,Emmanuel (GA),1.1,1.35,2.0
Findlay,Davenport,1.54,1.0,2.0
Fayetteville St.,USC Aiken,1.2,1.16,2.0
Point Park,Wheeling,0.99,0.93,2.0
Bentley,American Int'l,1.83,0.96,2.0
Southern N.H.,Saint Michael's,1.61,1.0,2.0
Franklin Pierce,St. Anselm,0.78,1.05,2.0
Emory & Henry,Carson-Newman,1.19,1.47,2.0
Mars Hill,Lincoln Memorial,1.16,1.57,2.0
Adelphi,Southern Conn. St.,1.07,0.87,2.0
Fairmont St.,Davis & Elkins,1.52,1.08,2.0
Kentucky St.,Thomas More,1.09,1.14,2.0
Frostburg St.,West Va. Wesleyan,0.97,0.86,2.0
Assumption,New Haven,1.0,0.86,2.0
Tusculum,Newberry,1.13,1.28,
Glenville St.,Charleston (WV),0.86,1.03,2.0
Southeastern Okla.,Tex. Permian Basin,1.33,1.35,2.0
Bloomfield,Mercy,0.89,0.95,
Eckerd,P.R.-Mayaguez,2.52,1.32,2.0
Kutztown,Georgian Court,1.28,1.09,2.0
Georgia College,Fort Valley St.,1.27,1.0,2.0
Salem (WV),West Liberty,1.01,1.17,2.0
Bloomsburg,Felician,0.72,1.08,2.0
UVA Wise,Catawba,1.07,1.12,2.0
Dist. Columbia,Holy Family,1.3,1.48,
Sioux Falls,Augustana (SD),1.05,0.84,2.0
Christian Brothers,Harding,1.59,1.46,2.0
Northern St.,Mary,1.14,1.21,2.0
Wis.-Parkside,Concordia Chicago,1.43,0.94,2.0
Lewis,Wayne St. (MI),2.24,1.81,2.0
USC Beaufort,Savannah St.,0.83,1.08,2.0
Minot St.,Minn.-Crookston,1.39,0.94,2.0
Southwest Minn. St.,Wayne St. (NE),1.2,0.89,2.0
Delta St.,Ark.-Monticello,1.21,0.93,2.0
West Florida,Columbus St.,0.81,1.26,2.0
Missouri Western,William Jewell,1.64,1.66,2.0
Henderson St.,Hendrix,1.46,1.06,2.0
Concordia-St. Paul,Winona St.,0.97,1.11,2.0
Drury,Union (TN),1.59,1.1,2.0
Colo. Sch. of Mines,UC-Colo. Springs,1.56,0.84,2.0
Westmont,Simon Fraser,1.24,1.32,2.0
Cal St. San Marcos,Azusa Pacific,1.23,1.25,2.0
Hawaii,Hawaii Pacific,1.12,1.05,2.0
Saint Leo,P.R.-Mayaguez,1.37,0.94,2.0
Rollins,P.R.-Bayamon,1.33,0.73,2.0
UIndy,Roosevelt,1.18,0.86,2.0
West Chester,Chestnut Hill,1.09,0.79,2.0
Lake Erie,Slippery Rock,1.55,1.0,2.0
Texas Southern,Tex. A&M-Kingsville,1.29,1.16,2.0
Florida Tech,Southern Ill.,0.82,1.16,2.0
Grand Valley St.,Hillsdale,1.07,1.14,2.0
Pittsburg St.,Arkansas Tech,1.09,0.97,2.0
Trevecca Nazarene,Alabama Huntsville,1.14,1.21,2.0
Ill. Springfield,Union (TN),1.31,0.96,2.0
Michigan Tech,St. Cloud St.,1.3,0.88,2.0
Quincy,Ark.-Fort Smith,1.16,1.22,2.0
CSUSB,CUI,1.05,0.98,2.0
Stanislaus St.,Academy of Art,1.03,1.1,2.0
Lynn,Bemidji St.,1.5,0.78,2.0
Bowie St.,Shepherd,0.98,0.89,2.0
Indiana (PA),Lincoln (PA),1.0,0.93,2.0
Drury,Central Mo.,1.17,0.75,2.0
Dominican (CA),Cal St. Monterey Bay,1.11,1.28,2.0
Minnesota St.,Jamestown,1.35,1.27,2.0
Tampa,P.R.-Mayaguez,1.95,1.05,2.0
N.M. Highlands,Western Colo.,1.68,1.54,2.0
Augustana (SD),Truman St.,1.0,1.14,2.0
Florida Tech,P.R.-Bayamon,1.76,1.38,2.0
Palm Beach Atl.,North Greenville,1.26,1.2,2.0
Morehouse,Saint Leo,1.36,1.25,2.0
MSU Denver,Saint Martin's,1.11,0.62,2.0
Point Loma,Seattle Pacific,1.5,1.17,2.0
Black Hills St.,Mary,1.33,1.05,2.0
Academy of Art,Simon Fraser,1.11,0.84,2.0
DBU,Okla. Baptist,1.22,1.19,2.0
